best_loss,iter,best_diceA,best_diceVT,best_diceV
4.978580570220947,41,0.06984540820121765,0.5951231718063354,0.28938284516334534
4.334673643112183,81,0.2734832763671875,0.6765220761299133,0.5032286643981934
4.165442991256714,121,0.3418118953704834,0.6812506914138794,0.51862633228302
3.9712257623672484,161,0.38543540239334106,0.693426251411438,0.5669841766357422
3.8775670528411865,201,0.40504375100135803,0.7003878355026245,0.5431209802627563
3.7113070249557496,241,0.40553754568099976,0.6908529996871948,0.5194302201271057
3.555639719963074,281,0.39760518074035645,0.6839197278022766,0.5087558031082153
3.410758638381958,321,0.4248989224433899,0.707724392414093,0.5796802043914795
3.1871923208236694,361,0.4728871285915375,0.7211651802062988,0.541671872138977
3.037955617904663,401,0.5319789052009583,0.7172108888626099,0.5369116067886353
2.8276254653930666,441,0.5611712336540222,0.7352129220962524,0.5832970142364502
2.801055908203125,481,0.4864628314971924,0.7290767431259155,0.5576865673065186
2.744180703163147,521,0.5556339621543884,0.7053038477897644,0.535072922706604
2.534631943702698,561,0.5455629825592041,0.7355449199676514,0.6022139191627502
2.441259741783142,601,0.5723348259925842,0.7312763333320618,0.6373081803321838
2.2837560415267943,641,0.6158955097198486,0.7332171201705933,0.6744044423103333
2.2730358123779295,681,0.4914007782936096,0.7436652183532715,0.6147969961166382
2.091349995136261,801,0.49730271100997925,0.7376324534416199,0.620837390422821
2.0542343735694883,881,0.5092049837112427,0.7408899068832397,0.6068580746650696
1.8514135718345641,921,0.5704731345176697,0.7172268033027649,0.6843322515487671
1.7520426034927368,961,0.6237462759017944,0.7281363606452942,0.6951850652694702
1.751877760887146,1001,0.6123602390289307,0.7299361228942871,0.6795328855514526
1.675998318195343,1041,0.6185479760169983,0.7360273003578186,0.6895788908004761
1.6619084358215332,1081,0.5983148813247681,0.7251400947570801,0.6990586519241333
1.6306101441383363,1121,0.6198735237121582,0.7275971174240112,0.6976743936538696
1.597823441028595,1241,0.5814425349235535,0.7459096908569336,0.689763069152832
1.5274508476257325,1281,0.6316443681716919,0.7313091158866882,0.7056280970573425
1.5145404100418092,1361,0.6506031155586243,0.7056169509887695,0.7113693952560425
1.497036910057068,1521,0.6529308557510376,0.7314945459365845,0.6904004812240601
1.4527447700500489,1601,0.6444948315620422,0.7488488554954529,0.7050148844718933
1.443996751308441,1681,0.6629251837730408,0.7436815500259399,0.7082058787345886
1.388213312625885,1841,0.6571660041809082,0.7526446580886841,0.7262095212936401
1.3758108019828796,2081,0.6550910472869873,0.7472866177558899,0.7363059520721436
1.3329464554786683,2481,0.6723875999450684,0.7468317747116089,0.7449544668197632
1.3268355131149292,2521,0.6710736155509949,0.7557379603385925,0.7419678568840027
1.3099103450775147,3641,0.6863162517547607,0.7579728960990906,0.7505965828895569
1.2857685446739198,4281,0.6972136497497559,0.7568660974502563,0.7547234296798706
1.249621456861496,4961,0.7018996477127075,0.762272834777832,0.7604244947433472
1.2370124399662017,5561,0.7079148292541504,0.7609531283378601,0.7655431032180786
1.2230822384357452,8361,0.7102310061454773,0.7643929719924927,0.7669358849525452
1.2150023639202119,13361,0.7061179876327515,0.7621002197265625,0.7705570459365845
1.1880628705024718,15721,0.7209894061088562,0.7676520347595215,0.7749351859092712
